問題ID,問題文,選択肢A,選択肢B,選択肢C,選択肢D,選択肢E,正解,解説,間違えやすいポイント
PHYS_Set2_005,呼吸機能検査において、努力肺活量(FVC)に対する1秒量(FEV1)の比率（1秒率）が70%未満となる病態はどれか。,拘束性換気障害（間質性肺炎など）,閉塞性換気障害（COPD・喘息など）,肺拡散能障害,過換気症候群,気胸,B,1秒率の低下は、息を吐き出す際の気流制限（閉塞性障害）を示唆する。COPDや喘息が代表的。,肺活量そのものが減る「拘束性障害（％肺活量低下）」との鑑別は、スパイロメトリー解釈の基本。
PHYS_Set2_006,酸素解離曲線を右方へシフトさせ、組織での酸素放出を促進する（ヘモグロビンの酸素親和性を下げる）要因はどれか。,pH上昇（アルカローシス）,PCO2低下,体温低下,2,3-DPGの増加,B,option_d,"代謝が亢進した組織（酸性、高CO2、高温）や、高地順応時（2,3-DPG増加）には、曲線が右にシフトし、酸素を放しやすくなる（ボーア効果）。"
PHYS_Set2_007,腎臓でのクリアランス計算において、パラアミノ馬尿酸（PAH）のクリアランスが指標となるのはどれか。,糸球体濾過量 (GFR),腎血漿流量 (RPF),尿細管再吸収率,自由水クリアランス,ナトリウム排泄分画,B,PAHは糸球体で濾過されるだけでなく、尿細管からも強力に分泌され、腎臓を1回通過するだけでほぼ完全に除去される。そのため、PAHクリアランスは腎血漿流量（RPF）と等しくなる。,イヌリンやクレアチニン（GFRの指標）との使い分けは必須知識。
PHYS_Set2_008,代謝性アシドーシス（血液pH低下）に対する生体の代償反応として正しいのはどれか。,呼吸抑制によるCO2貯留,過換気によるCO2排出（PaCO2低下）,腎臓でのHCO3-排泄促進,腎臓でのH+再吸収促進,組織での乳酸産生抑制,B,酸性になった血液を中和しようとして、肺はCO2（酸）を呼気中に排出しようと過換気（クスマウル呼吸など）を行う。,「アシドーシスだから呼吸性アシドーシス（CO2貯留）」と混同しないこと。原因に対する「代償」は逆方向（アルカローシス方向）に働く。
PHYS_Set2_009,胃酸分泌を促進するホルモン・神経伝達物質の組合せとして正しいのはどれか。,セクレチン、ガストリン、アセチルコリン,ガストリン、ヒスタミン、アセチルコリン,コレシストキニン、ソマトスタチン、ヒスタミン,ガストリン、セクレチン、GIP,プロスタグランジン、アセチルコリン、ガストリン,B,胃酸分泌の3大刺激因子は、ガストリン（G細胞）、ヒスタミン（ECL細胞）、アセチルコリン（迷走神経）。,抑制因子（ソマトスタチン、セクレチン、GIP、プロスタグランジン）を含んだ選択肢を除外できるかが鍵。
PHYS_Set2_010,視床下部-下垂体-甲状腺系において、ネガティブフィードバック機構として正しい記述はどれか。,甲状腺ホルモン(T3/T4)が増加すると、TSH分泌が抑制される。,TSHが増加すると、TRH分泌が促進される。,甲状腺ホルモンが増加すると、TSH分泌が促進される。,TRHが増加すると、甲状腺ホルモン分泌が抑制される。,ヨウ素摂取量が増えると、TSH分泌が促進される。,A,末梢のホルモン（T3/T4）が増えすぎると、上位中枢（下垂体・視床下部）に作用してTSHやTRHの分泌を抑制し、恒常性を保つ。,バセドウ病（受容体刺激抗体による過剰分泌）や橋本病（破壊による低下→TSH上昇）の病態理解の基礎。
PHYS_Set2_011,眼の調節機能において、近くの物体を見る（近見反応）ときに起こる変化の組合せはどれか。,毛様体筋弛緩・チン小帯緊張・水晶体薄くなる・瞳孔散大,毛様体筋収縮・チン小帯弛緩・水晶体厚くなる・瞳孔縮小,毛様体筋収縮・チン小帯緊張・水晶体厚くなる・瞳孔散大,毛様体筋弛緩・チン小帯弛緩・水晶体薄くなる・瞳孔縮小,外直筋収縮・瞳孔散大・水晶体変化なし,B,近くを見る時は、副交感神経が働き、毛様体筋が収縮して輪が小さくなる→チン小帯が緩む→水晶体が弾性で厚くなる（屈折力増加）。同時に輻輳（寄り目）と縮瞳が起きる。,「筋収縮＝緊張＝引っ張る＝薄くなる」という誤った連想をしやすい（実際は毛様体筋は括約筋的な動きをする）。
PHYS_Set2_012,血液凝固カスケードにおいて、内因系と外因系が合流し、プロトロンビンをトロンビンに変換する共通経路の起点となる因子はどれか。,第VII因子,第VIII因子,第IX因子,第X因子,第XII因子,D,内因系（XII→XI→IX+VIII）と外因系（III+VII）は、最終的に第X因子を活性化することで合流する。活性化第X因子がプロトロンビンをトロンビンに変える。,「X（テン）」が合流点であることを覚える。PT（外因系）、APTT（内因系）の検査とも関連。
NEURO_Set2_001,脊髄の伝導路において、痛覚と温度覚を伝える外側脊髄視床路が交叉（対側へ移動）する部位はどこか。,脊髄（侵入した分節またはその近傍）,延髄（錐体交叉）,橋,中脳,視床,A,温痛覚を伝えるニューロンは、脊髄後角に入った後、すぐに（または1-2分節上昇して）中心管の前を通って反対側に交叉し、側索を上行する。,深部感覚（後索・内側毛帯路）は「延髄」で交叉する。この2つの交叉部位の違いは試験の超頻出ポイント（ブラウン・セカール症候群の理解に必須）。
NEURO_Set2_002,大脳基底核の回路において、パーキンソン病で変性・脱落し、ドーパミンの欠乏を引き起こす神経細胞が存在する部位はどれか。,線条体（被殻・尾状核）,淡蒼球,視床下核,黒質（緻密部）,小脳核,D,中脳の黒質緻密部にあるドーパミン作動性ニューロンが変性・脱落することで、線条体への入力が減り、運動の無動・固縮などが生じる。,病変部位（黒質）と、投射先（線条体）を混同しないこと。
NEURO_Set2_003,言語中枢について正しい記述はどれか。,ブローカ野は側頭葉にあり、理解性失語に関係する。,ウェルニッケ野は前頭葉にあり、運動性失語に関係する。,ブローカ野が障害されると、発語は流暢だが意味不明な言葉を話す。,ウェルニッケ野が障害されると、他人の言葉が理解できなくなる（感覚性失語）。,弓状束は左右の半球をつなぐ線維である。,D,ウェルニッケ野（側頭葉）は言語の「理解」に関わり、障害されると流暢だが意味の通らない発話や理解不能（感覚性失語）となる。ブローカ野（前頭葉）は「発語」に関わる。,ブローカ＝前頭＝運動、ウェルニッケ＝側頭＝感覚（理解）。この対応と左右差（優位半球）を整理する。
NEURO_Set2_004,脳脊髄液（CSF）の循環・吸収経路として正しいのはどれか。,脈絡叢 → 脳室 → クモ膜下腔 → クモ膜顆粒 → 静脈洞,クモ膜顆粒 → クモ膜下腔 → 脳室 → 脈絡叢 → 静脈洞,脳室 → 脊髄中心管 → 末梢神経 → リンパ管,静脈洞 → クモ膜顆粒 → 脳室 → 脈絡叢,脈絡叢 → クモ膜下腔 → 脳実質 → 毛細血管,A,CSFは脳室内の脈絡叢で産生され、脳室系を通ってクモ膜下腔へ出て脳表を覆い、最終的に頭頂部のクモ膜顆粒から上矢状静脈洞などの静脈系へ吸収される。,産生場所（脈絡叢）と吸収場所（クモ膜顆粒）の順序。
NEURO_Set2_006,小脳の主な機能障害として現れる症状（小脳失調）に含まれないのはどれか。,企図振戦（動作時振戦）,測定過大（指鼻試験の障害）,変換運動障害,静止時振戦,酩酊様歩行（ワイドベース）,D,静止時振戦（じっとしている時に震える）はパーキンソン病（大脳基底核病変）の特徴。小脳障害では、動こうとした時に震える「企図振戦」が見られる。,振戦の種類（静止時 vs 動作時）で病変部位を鑑別するのは臨床的に重要。
SENS_Set2_001,聴覚器において、音の振動を電気信号に変換する有毛細胞が存在する部位はどれか。,鼓膜,耳小骨,蝸牛（コルチ器）,半規管,前庭（耳石器）,C,内耳の蝸牛にある基底膜上のコルチ器に有毛細胞があり、リンパ液の振動を感知して電気信号に変え、蝸牛神経に伝える。,半規管（回転）、前庭（重力・直線加速度）は平衡感覚であり、音ではない。
SENS_Set2_002,網膜の視細胞において、明所視と色覚を担い、黄斑部（中心窩）に集中して分布しているのはどれか。,桿体細胞（ロッド）,錐体細胞（コーン）,水平細胞,アマクリン細胞,ミュラー細胞,B,錐体（Cone）は色彩と視力を担い、中心窩に高密度に存在する。桿体（Rod）は感度が高く暗所視を担うが、中心窩にはない。,Cone（円錐）＝Color、Rod（棒）＝Night（暗いところ）と覚える。
SENS_Set2_003,味覚の伝達に関与する脳神経の組合せとして正しいのはどれか。,舌の前2/3：顔面神経、 舌の後1/3：舌咽神経,舌の前2/3：三叉神経、 舌の後1/3：迷走神経,舌の前2/3：舌咽神経、 舌の後1/3：顔面神経,舌全体：舌下神経,舌全体：迷走神経,A,味覚は、舌の前2/3を顔面神経（鼓索神経）、後1/3を舌咽神経、咽頭部を迷走神経が支配する。,舌の「知覚（痛覚・触覚）」は前2/3が三叉神経、後1/3が舌咽神経。知覚と味覚で支配神経が異なる（特に前2/3）点に注意。
